file name,label
no_pingo7983.tif,0.0
no_pingo7749.tif,0.0
no_pingo1382.tif,0.0
yes_pingo12516.tif,1.0
no_pingo6515.tif,0.0
no_pingo3619.tif,0.0
no_pingo8787.tif,0.0
no_pingo6064.tif,0.0
no_pingo8020.tif,0.0
no_pingo2879.tif,0.0
no_pingo3201.tif,0.0
no_pingo1007.tif,0.0
no_pingo4533.tif,0.0
no_pingo4891.tif,0.0
no_pingo5580.tif,0.0
no_pingo6956.tif,0.0
no_pingo4919.tif,0.0
no_pingo4940.tif,0.0
no_pingo8241.tif,0.0
no_pingo7385.tif,0.0
no_pingo5856.tif,0.0
no_pingo5424.tif,0.0
no_pingo7492.tif,0.0
no_pingo7307.tif,0.0
no_pingo1026.tif,0.0
no_pingo1550.tif,0.0
no_pingo3935.tif,0.0
no_pingo3868.tif,0.0
no_pingo901.tif,0.0
no_pingo7950.tif,0.0
no_pingo6870.tif,0.0
no_pingo6339.tif,0.0
no_pingo4703.tif,0.0
no_pingo2359.tif,0.0
no_pingo335.tif,0.0
no_pingo5207.tif,0.0
no_pingo5818.tif,0.0
no_pingo7351.tif,0.0
no_pingo3796.tif,0.0
no_pingo2972.tif,0.0
no_pingo2381.tif,0.0
no_pingo3986.tif,0.0
no_pingo5065.tif,0.0
no_pingo3163.tif,0.0
no_pingo8887.tif,0.0
no_pingo8060.tif,0.0
no_pingo2242.tif,0.0
no_pingo4130.tif,0.0
no_pingo2528.tif,0.0
no_pingo3554.tif,0.0
no_pingo9325.tif,0.0
no_pingo5734.tif,0.0
no_pingo8714.tif,0.0
no_pingo2470.tif,0.0
no_pingo9470.tif,0.0
yes_pingo8565.tif,1.0
no_pingo879.tif,0.0
no_pingo6996.tif,0.0
no_pingo1638.tif,0.0
no_pingo5957.tif,0.0
no_pingo8796.tif,0.0
no_pingo5025.tif,0.0
no_pingo5886.tif,0.0
no_pingo7739.tif,0.0
no_pingo9340.tif,0.0
no_pingo3427.tif,0.0
yes_pingo16889.tif,1.0
no_pingo2829.tif,0.0
no_pingo8102.tif,0.0
no_pingo1910.tif,0.0
no_pingo7859.tif,0.0
yes_pingo4811.tif,1.0
no_pingo6804.tif,0.0
no_pingo6143.tif,0.0
yes_pingo7913.tif,1.0
no_pingo9224.tif,0.0
no_pingo4794.tif,0.0
no_pingo9485.tif,0.0
no_pingo6822.tif,0.0
no_pingo6713.tif,0.0
no_pingo6619.tif,0.0
no_pingo2809.tif,0.0
no_pingo7398.tif,0.0
yes_pingo12469.tif,1.0
no_pingo6228.tif,0.0
no_pingo5027.tif,0.0
no_pingo3945.tif,0.0
no_pingo951.tif,0.0
no_pingo2495.tif,0.0
no_pingo1810.tif,0.0
no_pingo1064.tif,0.0
no_pingo1189.tif,0.0
no_pingo9469.tif,0.0
no_pingo4120.tif,0.0
yes_pingo15232.tif,1.0
no_pingo8771.tif,0.0
no_pingo5240.tif,0.0
no_pingo914.tif,0.0
no_pingo6947.tif,0.0
no_pingo6167.tif,0.0
no_pingo7215.tif,0.0
no_pingo5262.tif,0.0
no_pingo5247.tif,0.0
no_pingo1867.tif,0.0
no_pingo1914.tif,0.0
no_pingo2525.tif,0.0
no_pingo8335.tif,0.0
no_pingo3840.tif,0.0
no_pingo3202.tif,0.0
no_pingo7296.tif,0.0
no_pingo1546.tif,0.0
no_pingo6734.tif,0.0
no_pingo2865.tif,0.0
no_pingo8106.tif,0.0
no_pingo1224.tif,0.0
no_pingo9411.tif,0.0
no_pingo7340.tif,0.0
no_pingo2146.tif,0.0
no_pingo4694.tif,0.0
no_pingo6832.tif,0.0
no_pingo7173.tif,0.0
no_pingo2980.tif,0.0
no_pingo8282.tif,0.0
no_pingo7151.tif,0.0
no_pingo4334.tif,0.0
no_pingo4117.tif,0.0
no_pingo801.tif,0.0
no_pingo1399.tif,0.0
no_pingo8204.tif,0.0
no_pingo5380.tif,0.0
no_pingo8197.tif,0.0
no_pingo9402.tif,0.0
no_pingo8488.tif,0.0
no_pingo2298.tif,0.0
no_pingo4030.tif,0.0
no_pingo5938.tif,0.0
no_pingo1603.tif,0.0
yes_pingo16608.tif,1.0
no_pingo3121.tif,0.0
no_pingo7130.tif,0.0
no_pingo3600.tif,0.0
no_pingo4922.tif,0.0
no_pingo6186.tif,0.0
no_pingo6732.tif,0.0
no_pingo7034.tif,0.0
no_pingo8712.tif,0.0
no_pingo8147.tif,0.0
yes_pingo9598.tif,1.0
no_pingo9475.tif,0.0
no_pingo3007.tif,0.0
no_pingo5436.tif,0.0
no_pingo3150.tif,0.0
no_pingo2695.tif,0.0
no_pingo4083.tif,0.0
no_pingo1368.tif,0.0
no_pingo652.tif,0.0
no_pingo1255.tif,0.0
yes_pingo18788.tif,1.0
no_pingo3147.tif,0.0
yes_pingo5569.tif,1.0
no_pingo7457.tif,0.0
no_pingo1685.tif,0.0
no_pingo279.tif,0.0
no_pingo4908.tif,0.0
no_pingo6549.tif,0.0
no_pingo5878.tif,0.0
no_pingo6386.tif,0.0
no_pingo3260.tif,0.0
no_pingo4925.tif,0.0
no_pingo1787.tif,0.0
no_pingo8207.tif,0.0
no_pingo6141.tif,0.0
no_pingo1421.tif,0.0
yes_pingo9893.tif,1.0
no_pingo3185.tif,0.0
no_pingo8003.tif,0.0
no_pingo3975.tif,0.0
no_pingo4830.tif,0.0
no_pingo2811.tif,0.0
no_pingo7129.tif,0.0
no_pingo4224.tif,0.0
no_pingo3508.tif,0.0
no_pingo4697.tif,0.0
no_pingo9218.tif,0.0
no_pingo9269.tif,0.0
no_pingo5785.tif,0.0
no_pingo5378.tif,0.0
no_pingo5352.tif,0.0
no_pingo7336.tif,0.0
no_pingo1772.tif,0.0
no_pingo4269.tif,0.0
no_pingo477.tif,0.0
no_pingo1095.tif,0.0
no_pingo1150.tif,0.0
no_pingo9326.tif,0.0
yes_pingo9941.tif,1.0
no_pingo3691.tif,0.0
no_pingo7155.tif,0.0
no_pingo1004.tif,0.0
no_pingo9124.tif,0.0
no_pingo5650.tif,0.0
yes_pingo15042.tif,1.0
no_pingo8892.tif,0.0
yes_pingo4205.tif,1.0
no_pingo9331.tif,0.0
no_pingo2610.tif,0.0
no_pingo638.tif,0.0
no_pingo7294.tif,0.0
no_pingo5928.tif,0.0
no_pingo3513.tif,0.0
no_pingo9461.tif,0.0
no_pingo3952.tif,0.0
no_pingo7774.tif,0.0
no_pingo3677.tif,0.0
no_pingo8145.tif,0.0
no_pingo5705.tif,0.0
no_pingo1397.tif,0.0
no_pingo9332.tif,0.0
no_pingo1607.tif,0.0
yes_pingo10756.tif,1.0
no_pingo5461.tif,0.0
no_pingo7529.tif,0.0
no_pingo2700.tif,0.0
yes_pingo7698.tif,1.0
no_pingo7031.tif,0.0
no_pingo8429.tif,0.0
yes_pingo4121.tif,1.0
no_pingo2782.tif,0.0
no_pingo1624.tif,0.0
no_pingo7453.tif,0.0
no_pingo7796.tif,0.0
no_pingo765.tif,0.0
no_pingo9114.tif,0.0
no_pingo5855.tif,0.0
no_pingo7651.tif,0.0
no_pingo9366.tif,0.0
no_pingo5061.tif,0.0
no_pingo398.tif,0.0
no_pingo2370.tif,0.0
no_pingo6375.tif,0.0
no_pingo6753.tif,0.0
no_pingo4558.tif,0.0
no_pingo6067.tif,0.0
no_pingo6491.tif,0.0
no_pingo891.tif,0.0
no_pingo8646.tif,0.0
no_pingo6882.tif,0.0
no_pingo7610.tif,0.0
no_pingo1876.tif,0.0
no_pingo9370.tif,0.0
no_pingo5295.tif,0.0
no_pingo5398.tif,0.0
no_pingo9219.tif,0.0
yes_pingo5085.tif,1.0
no_pingo4822.tif,0.0
no_pingo3527.tif,0.0
no_pingo4477.tif,0.0
no_pingo5196.tif,0.0
no_pingo8986.tif,0.0
no_pingo1013.tif,0.0
no_pingo1281.tif,0.0
no_pingo288.tif,0.0
no_pingo8347.tif,0.0
no_pingo6338.tif,0.0
no_pingo2876.tif,0.0
no_pingo882.tif,0.0
yes_pingo8506.tif,1.0
yes_pingo4736.tif,1.0
no_pingo2254.tif,0.0
yes_pingo19287.tif,1.0
no_pingo8809.tif,0.0
yes_pingo18993.tif,1.0
no_pingo803.tif,0.0
no_pingo3252.tif,0.0
no_pingo7557.tif,0.0
no_pingo5853.tif,0.0
yes_pingo19080.tif,1.0
no_pingo5765.tif,0.0
yes_pingo13947.tif,1.0
no_pingo3065.tif,0.0
no_pingo2304.tif,0.0
no_pingo3649.tif,0.0
no_pingo7792.tif,0.0
no_pingo6784.tif,0.0
no_pingo1038.tif,0.0
no_pingo418.tif,0.0
no_pingo6178.tif,0.0
no_pingo5911.tif,0.0
